class_name,question,id
ACCOUNT,"I need to open a new fucking standard account, help me",10794
PAYMENT,where do I see your accepted payment methods?,5804
ACCOUNT,changing info on {{Account Type}} account,13990
PAYMENT,I want assistance reporting a prbolem with payment,18624
INVOICE,i do not know how i can download my invoice #00108,15235
CONTACT,i have to speak to an human agent,9405
ACCOUNT,give me information about the deletion of my {{Account Type}} account,11522
SUBSCRIPTION,i try to cancel the subscription to ur company newsletter,17214
ORDER,I can't add some items to order {{Order Number}},1293
FEEDBACK,customer reclamation against your organzation,7125
FEEDBACK,how to write a comment for your products?,22510
ORDER,i do not know what to do to purchase several of ur product,19650
PAYMENT,where to check what payment payment modalities are available,5270
ORDER,how can i change purchase {{Order Number}},1886
PAYMENT,i want help reporting an issue with online payments,18712
SUBSCRIPTION,help me receive your newsletter,17272
DELIVERY,help me seeing how soon can i expect the product,13498
DELIVERY,I have to see how soon can I expect my article,13786
CONTACT,I am trying to speak to an agent,9206
REFUND,can I see in what situations can I request to be reimbursed?,6173
INVOICE,I do not know what I need to do to get bill #12588,15317
REFUND,i try to see in which situations can i ask for refunds,6374
CANCEL,withrdawal penalty,3349
INVOICE,i do not know how to download the damn bills from {{Person Name}},15283
DELIVERY,wanna see what delivery options are there i need help,12334
ACCOUNT,can uhelp me retrieving my account pin,20134
FEEDBACK,where could I send some feedback about a service?,22165
ACCOUNT,I have problems with opening my platinum account,10778
CANCEL,assistance to check the early exit penalty,3046
SUBSCRIPTION,what do I need to do to subscribe to the company newsletter?,17692
SUBSCRIPTION,ya have newsletter,16981
SUBSCRIPTION,where to sign up to the newsleter,17172
CONTACT,uare not being helpful help me speak to an operator,9369
REFUND,i have to see ur refund policy will ya herlp me,6673
REFUND,can i check in which cases can i ask for refunds,6678
CONTACT,i want assistance talking with somebody,9095
ORDER,where could I cancel purchase {{Order Number}}?,811
CONTACT,do uhave a toll-free customer assistance phone number,8184
DELIVERY,i need help to see how soon can i expect the parcel,13065
PAYMENT,what are ur available payment methods,5157
CANCEL,can I check the early termination fee?,3775
PAYMENT,can you help me to see your accepted payment modalities ?,4974
DELIVERY,I want to check the methods for delivery,12459
SUBSCRIPTION,how do I cancel the subscription to the newsletter?,17544
DELIVERY,I call to check how soon can I expect the item,13160
REFUND,I don't know how I can ask for restitutions of my money,15935
SUBSCRIPTION,I do not know how I can sign up to the goddamn newsletter,17683
INVOICE,"I have to find the damn bill from {{Person Name}}, help me",4750
INVOICE,I want help getting bill #85632,15006
SUBSCRIPTION,I'd like to unsubscrie to the corporate newsletter help me,16925
CANCEL,i want assistance to see the earlly termination fee,3873
SUBSCRIPTION,need help to cancel the company newslette subscription,17818
ACCOUNT,I need help creating a premium account for my daughter,9944
INVOICE,need assistance downloading my invoice{{Invoice Number}},15313
SHIPPING,i have got to set the new deliver address up how do i do it,23329
SHIPPING,"I would like to enter another shipping address, help me",23824
REFUND,I'd like to check in which situations can i ask for a refund,6319
SUBSCRIPTION,where to unsubscribe to your bloody newsletter?,17520
FEEDBACK,I need to lodge a customer claim against your business,7694
CONTACT,can ya direct to me a live agent,9713
DELIVERY,how soon can i expect my purchase,13718
SHIPPING,there is an error setting up my shipping address,23171
SUBSCRIPTION,i need help to cancel the newsletter subscription,17660
SHIPPING,I need to edit the delivery  address,2478
INVOICE,"I lost my bill from {{Person Name}}, will you show it to me?",4165
DELIVERY,I want help to check how soon can I expect my package,13334
SUBSCRIPTION,"I want to unsubscribe to your corporate newsletter, help me",16967
SUBSCRIPTION,can you help me subscribe to your newsletter?,17743
PAYMENT,I need assistance to see your accepted payment options,5188
SUBSCRIPTION,can you help me unsubscribing to the company newsletter?,17729
SUBSCRIPTION,help me cancelling my company newsletter subscription,17260
CANCEL,can you show me the early termination fee?,3604
INVOICE,need help getting the invoices from {{Person Name}},14903
SUBSCRIPTION,I have to unsubscribe from the company newsletter,17116
ORDER,I don't know what to do to earn some of your item,19616
ACCOUNT,how do I recover my account PIN code?,20461
REFUND,receiving rebate,16765
PAYMENT,I want help to list the allowed payment options,5334
REFUND,help to check in what situations can I request reimbursments,6460
INVOICE,can you help me to take a quick look at my bill #85632?,4501
CANCEL,can you help me see the withdrawal penalty?,3816
FEEDBACK,do ya have an e-mail to submit some feedback for a product,22374
DELIVERY,is it possible to order from {{Delivery Country}}?,12161
DELIVERY,how soon can I expect my delivery?,13644
DELIVERY,I need assistance checking how soon can I expect my product,13262
ACCOUNT,i have got to retrieve the pwd of my user account,20570
FEEDBACK,making customer complaint,7624
FEEDBACK,assistance writing a comment for your products,22178
SHIPPING,assistance setting another delivery address up,23311
CANCEL,i try to see the early exit penalty,3469
CONTACT,do ya have an e-mail address to contact customer support,8168
CONTACT,help to talk to customer service,8658
SUBSCRIPTION,can you help me receiving the company newsletter?,16939
DELIVERY,shipping to {{Delivery City}},12432
CONTACT,help to speak with aj assistant,9501
DELIVERY,help me check how soon can I expect my order,13585
SUBSCRIPTION,i cannot unsubacribe to ur company newsletter,17417
DELIVERY,"I want to see what shipment options I can choose, help me",12845
INVOICE,see the bill from {{Person Name}},4633
ACCOUNT,problem with {{Account Type}} account terminations,11010
REFUND,I am waiting for a compensation of {{Refund Amount}} dollars,26747
REFUND,help to get my money back,16631
SUBSCRIPTION,tell me about cancel the corporate newsletter subscription,17761
INVOICE,help to check my invoice #12588,4432
SHIPPING,tell me more about correcting the delivery address,2270
PAYMENT,how t see the allowed payment methods,5569
ACCOUNT,open a {{Account Type}} acount for my dad,10447
ORDER,I have got to cancel purchase {{Order Number}},8
PAYMENT,what do I have to do to notify of payment issues?,18348
ACCOUNT,"I don't have a bloody user, could you help me to open one?",10623
CONTACT,I do not know how I can speak to customer service,8685
CONTACT,I don't know how to contact an agent,9346
SHIPPING,could you tell me about changing my delivery address?,2215
PAYMENT,where do I see what bloody payment methods are available?,5470
SHIPPING,help to submit a secondary delivery address,23475
ACCOUNT,what do i need to do to notiyf of problems with a signup,21806
SUBSCRIPTION,give me inormation about my subscription to your newsletter,17669
FEEDBACK,how to leave an opinion for ur products,21925
ACCOUNT,need assistance notifying of an issue with sign-up,21140
ORDER,help to see thje ETA of purchase {{Order Number}},25308
REFUND,show me under which circumstances can I ask to be reimbursed,6095
FEEDBACK,how tolodge a customer complaint,7266
CONTACT,i try to speak with someone,9298
INVOICE,I do not know what I have to do to download the bill #85632,15884
DELIVERY,assistance to check hw soon can i expect the order,13011
SHIPPING,i have problems trying to edit the delivery address,2577
FEEDBACK,i want help to file a complaint against ur business,7428
CANCEL,I want assistance seeing the early termination fee,3717
DELIVERY,I don't know how I can check what shipping options you offer,12837
REFUND,i have to see in which cases can i askfor my money back,6428
PAYMENT,need assistance solving an issue with online paymenst,18569
PAYMENT,assistance seeing your allowed payment methods,5432
INVOICE,seeing bil #00108,4285
FEEDBACK,i have got to file a claim against ur business,7629
ORDER,I do not know what I need to do to purchase several items,19811
FEEDBACK,can you help me submit feedback for a product?,22348
CONTACT,want assistance to speak to a live agent,9356
SUBSCRIPTION,assistance to cancel the newsletter subscription,17771
CANCEL,I need assistance checking the early exit charges,3588
FEEDBACK,need help lodging a consumer claim against your organization,6979
ORDER,need help ordering some products,19787
DELIVERY,how to see what options for delivery are there?,12288
ORDER,change purchase {{Order Number}},1159
SHIPPING,i do not know what i need to do to correct my address,2538
INVOICE,seebills from {{Person Name}},4502
ACCOUNT,I have to reset the access key of my profile,19917
SHIPPING,I am trying to enter my shipping address,23073
ORDER,assistance to see the ETA of order {{Order Number}},25712
CANCEL,i do not know what i need to do to check the termination fee,3829
CONTACT,help me chat with someone,9379
INVOICE,I do not know how I could get bill #12588,15369
FEEDBACK,is there an e-mail to leave a review for a service,22491
REFUND,I am trying to see in which cases can I ask to be refunded,6041
REFUND,I have to check in what situations can I request a refund,6113
ORDER,cancelling order {{Order Number}},205
INVOICE,"I would like to get the bill from {{Person Name}}, help me",15618
SHIPPING,i dont know what to do to correct the delivery address,2626
REFUND,need help seeing in what cases can i ask for my money back,6559
FEEDBACK,need to submit my feedback for a service can uhelp me,21889
PAYMENT,I am trying to list your payment modalities,5301
SHIPPING,i want assistance to set up the new delivery address,23670
CANCEL,I do not know how to check the cancellation charge,3661
SHIPPING,there is an issue setting up the secondary delivery address,23451
ACCOUNT,i have got to retrieve the pass of my user prodile,20313
DELIVERY,how can I get information about damn delivery  period?,13317
SUBSCRIPTION,can you help me unsubscribing to your corporate newsletter?,17202
CONTACT,I don't know what I have to do to speak to somebody,9163
ORDER,checking order {{Order Number}} status,25559
ORDER,help swapping some products of order {{Order Number}},1738
CONTACT,I don't know what I need to do to contact an operator,9060
SUBSCRIPTION,can uhelp me subscribe to ur newsletter,17104
CANCEL,how could I check the early exit penalties?,3512
FEEDBACK,I call to lodge a customer complaint against your company,7800
INVOICE,I do not know how I can locate my bills from {{Person Name}},4046
INVOICE,I want assistance to download the damn bill from {{Person Name}},15282
DELIVERY,i call to check when will my article arrive,12914
REFUND,where to see if there are any updates on my compensation,26051
SHIPPING,what do I need to do to set the delivery address up?,23537
CONTACT,i want help speaking to customer support,8448
REFUND,"I paid {{Currency Symbol}}{{Refund Amount}} for these articles, where do I obtain a rebate?",16787
REFUND,help me to request a rebate of my money,16743
SUBSCRIPTION,find information about subscribing to your newsletter,17453
ACCOUNT,howdo i use the gold account,24284
CONTACT,I want help to talk with customer assistance,8428
ORDER,help me to add some articles to purchase {{Order Number}},1586
ACCOUNT,I cannot switch to the standard account,24816
ORDER,I need to change some items of order {{Order Number}},1938
ACCOUNT,I need help to open a {{Account Category}} account for my daughter,10618
PAYMENT,can you help me seeing the accepted payment options?,5664
INVOICE,i need assistance downloading the bill from {{Person Name}},15324
SHIPPING,i want information about a shipping address modification,2887
DELIVERY,can i check when my bloody shipment is gonna arrive,13264
ACCOUNT,I don't know what I haqve to do to close a pro account,11284
ORDER,problems with correcting order {{Order Number}},1564
PAYMENT,I don't know how to list your allowed payment methods,5703
FEEDBACK,I am trying to lodge a customer complaint,7593
CONTACT,do you have a toll-free number to contact customer support?,8584
INVOICE,i have got to get my invoice #12588 can i get some help,15531
DELIVERY,want help seeing how long it takes for my shipment to arrive,13018
CONTACT,can I contact an assistant?,9760
SUBSCRIPTION,i do not know what to do to receive the corporate newsletter,17889
INVOICE,checking bill from {{Person Name}},4345
ORDER,can ya help me cancel purchase {{Order Number}},657
CONTACT,do you have a number to contact goddamn customer assistance?,8498
SHIPPING,I need supports trying to modify the address,2814
DELIVERY,want help to chck how soon can i expect my order,13210
ORDER,I have got to track purchase {{Order Number}},25079
ORDER,i do not know how i can cancel purchase {{Order Number}},33
REFUND,I need to check the current status of the reimbursement,26831
REFUND,I have to check in what cases can I request a refund,6206
ACCOUNT,mldifying {{Account Type}} account,14560
FEEDBACK,help me make a complaint against ur business,7441
DELIVERY,I am calling to see what delivery options I have,12835
DELIVERY,do you ship to {{Delivery Country}}?,12117
ACCOUNT,I don't know how I could report a problem with registrations,21556
CONTACT,i need assistance to speak with a live agent,9632
ORDER,I need help cancelling order {{Order Number}},229
DELIVERY,do you deliver to {{Delivery Country}}?,12272
FEEDBACK,can you help me sending my feedback for your services?,22266
ORDER,checking order {{Order Number}} current status,25735
PAYMENT,help me check ur allowed payment modalities,5861
ORDER,order  {{Order Number}} status,25459
FEEDBACK,how could i leave a goddamn erview about a service,22325
REFUND,how to track the reimbursement?,26752
PAYMENT,i do not know how to inform of an error with payments,18364
SHIPPING,i want help changing my delivey address,2206
FEEDBACK,i call to lodge a customer complaint against ur organization,7334
DELIVERY,I want assistance to check the methods for delivery,12466
INVOICE,get bill fromAnna Freeman,15435
REFUND,I need to check how long the goddamn reimbursements take,6310
INVOICE,"I have to get the goddamn bill from {{Person Name}}, help me",15464
ACCOUNT,can you help me resetting my key?,20724
SUBSCRIPTION,i do not know how i can  sign up to ur company newsletter,17793
REFUND,help to check the compensation current status,26855
INVOICE,I do not know how I could download the bill #00108,15016
FEEDBACK,"I need to leave my feedback, can you help me?",22337
ACCOUNT,create {{Account Type}} account,10314
CONTACT,help checking what hours I can contact customer assistance,8908
SUBSCRIPTION,how can I unsubscribe from the corporate newsletter?,17031
SHIPPING,"I would like to enter a new delivery address, help me",23289
CONTACT,I don't know how to speak with a humnan agent,9426
ACCOUNT,i want an different bloody premium account for my wife,10306
FEEDBACK,wanna oldge a claim against ur company will uhelp me,7282
PAYMENT,what do I have to do to notify of a damn payment problem?,18336
DELIVERY,I have got to check how soon can I expect the package,13565
FEEDBACK,"my experience with you was awful, file a reclamation",6984
CONTACT,can I check at what time I can reach customer support?,8125
FEEDBACK,can you help me leave an opinion foor a product?,21960
PAYMENT,wanna list the bloody accepted payment options how to do it,5029
ORDER,what is purchase {{Order Number}} status,25850
CONTACT,want help talking to customer service,7970
SUBSCRIPTION,I need information about cancel the newsletter subscription,17794
FEEDBACK,how to make a damn customer claim against your business?,7203
CANCEL,want assistance to checkthe termination penalty,3254
SHIPPING,can you help me to correct my address?,2760
REFUND,can i check in which cases can i request reimbursements,6403
PAYMENT,can you help me notifying of a trouble with online payments?,18278
CONTACT,i want help talking to an operator,9903
ACCOUNT,create freemium account,10457
CANCEL,I do not know what to do to see the withdrawal fee,3040
FEEDBACK,need asistance filing a consumer claim against your business,7496
SUBSCRIPTION,i cannot unsubscribe from urnewsletter,16983
PAYMENT,can uhelp me check what damn pamyent options are accepted,5597
ORDER,I don't know how I can order a few of your article,19273
PAYMENT,where do i list the accepted payment modalities,5663
CANCEL,I don't know how to see the withdrawal charge,3279
INVOICE,"I lost my invoices from {{Person Name}}, find them for me",4286
SHIPPING,I need help to submit a different shipping address,22915
SUBSCRIPTION,"I have to receive your newsletter, can you help me?",17730
INVOICE,help me take a quick look at my bills from {{Person Name}},4902
FEEDBACK,can you help me file a customer claim?,7433
SUBSCRIPTION,tell me about canceling the subscription to the newsletter,17213
CANCEL,what do I have to do to check the cancellation charges?,3001
REFUND,can you help me asking for rebates of my money?,16091
INVOICE,I want assistance checking my invoice #37777,4710
DELIVERY,can i check how soon can i expect my delivery,13203
ORDER,assistance to see the status of order {{Order Number}},24901
FEEDBACK,how do i make a consumer reclamation against ur business,7466
INVOICE,"I cannot find bill #12588, mail it to me",15371
FEEDBACK,i call to send my feedback about ur services,22638
CONTACT,"I want to talk with fucking customer support, help me",8688
CANCEL,i have to check the termination fees,3215
FEEDBACK,need to leave feedback for a product,22685
ORDER,i cant add an article to order {{Order Number}},1973
INVOICE,I do not know what I need to do to download bill #37777,15564
SUBSCRIPTION,i dont know how to cancel my subscription to the newsletter,17293
CANCEL,how to see the early exit charge?,3031
ORDER,how do i change an item of order {{Order Number}},1805
PAYMENT,how do I report a problem with payments?,18722
ORDER,i have to see the damn ETA of my delivery helpme,25589
CANCEL,check cancellation fee,3897
FEEDBACK,can you help me write a comment for your products?,22232
SUBSCRIPTION,can you help me unsubscribe to the newsletter?,16973
DELIVERY,how to check how soon can i expect the item,13126
ORDER,assistance to delete something from purcahse {{Order Number}},1221
REFUND,"I want to see your damn money back policy, I need help",6672
ORDER,"I have to acquire a bloody item, I need assistance",19257
DELIVERY,od ya deliver to {{Delivery Country}},12116
REFUND,can ushow me in which situations can i ask for refunds,6786
CONTACT,what do i need to do to talk to someone,9048
DELIVERY,I am calling to see how soon can I expect the shipment,13717
SUBSCRIPTION,i need assistance to subwcribe to ur newsletter,17142
DELIVERY,cn I place an order from {{Delivery City}}?,12390
FEEDBACK,is there a method to leave some feedback for a product?,22366
SHIPPING,i need assistance setting up a different shipping address,23227
ORDER,have a problem with cancelling purchase {{Order Number}},179
ACCOUNT,"I have got to change to the standard account, I need help",23990
INVOICE,check invoices from last month,4129
FEEDBACK,I do not know how to write a comment about your services,22208
REFUND,I do not know what I need to do to see my rebate status,26651
ACCOUNT,where to inform of a sign-up error?,21530
SHIPPING,where do I submit the new shipping address?,23478
DELIVERY,is it possible toorder from {{Delivery City}},12221
SUBSCRIPTION,I am trying to cancel my corporate newsletter subscription,16962
REFUND,reimbursing {{Currency Symbol}}{{Refund Amount}},16713
DELIVERY,can you help me checking what shipping options I have?,12210
PAYMENT,could you help me solving troubles with online payment ?,18521
INVOICE,I do not know how I can download the bill #12588,15589
SUBSCRIPTION,I try to cancel my subscription to the corporate newsletter,17155
PAYMENT,I want help to notify of an issue with payments,18124
DELIVERY,I do not know what to do to check the options for shipment,12519
PAYMENT,what do I need to do to check your allowed payment options?,5662
ORDER,help me adding several articles to purchase {{Order Number}},1714
SUBSCRIPTION,how to subscribe to the newsletter?,17411
ORDER,"I bought some article, help canceling order {{Order Number}}",298
FEEDBACK,can ya help me to leave a review about a esrvice,22382
INVOICE,need help to give a quick look at the invoice #85632,4371
CONTACT,do you have a mail to get in touch with customer assistance?,8484
FEEDBACK,how to file an reclamation?,6983
SHIPPING,I need information about a delivery address update,2300
REFUND,i dont know how i can receive a reimbursement,16014
CANCEL,i want assistance checking the termination penalties,3648
DELIVERY,can i place an order frim {{Delivery Country}},12203
INVOICE,download bill from {{Person Name}},15331
ORDER,editing order {{Order Number}},1393
FEEDBACK,"I want to file a customer reclamation, can I get some help?",7042
SUBSCRIPTION,would it be possible to sign up to the newsletter?,17631
REFUND,help me to check the status of the restitution,26344
FEEDBACK,I need help making a reclamation,7421
ORDER,need to change order {{Order Number}} how to do it,1001
SHIPPING,"I submitted a wrong address by mistake, can you edit it?",2767
ORDER,edit ordr {{Order Number}},1846
CONTACT,i  dont know what i need to do to speak with a live agent,9525
INVOICE,getting invoice #12588,15679
ACCOUNT,modifying details on platinum account,14014
CANCEL,i do not know what i have to do to check the cancellation fe,3133
DELIVERY,assistance to check when will my package arrive,13704
PAYMENT,assistance to solve an issue with online payment,18393
REFUND,I am waiting for a reimbursement of {{Currency Symbol}}{{Refund Amount}},26512
PAYMENT,I need help to see the accepted paayment options,5128
CANCEL,seeing cancellation fees,3650
ORDER,"I have to edit order {{Order Number}}, how to do it?",1377
CONTACT,i need assistance to speak to an operator,9723
ACCOUNT,I do not know how  I can reset my access key,20815
ORDER,want help cancelling purchase {{Order Number}},929
DELIVERY,assistance to check what delivery options are there,12273
REFUND,I'm waiting for a rebate of {{Currency Symbol}}{{Refund Amount}},25896
SUBSCRIPTION,I have got to cancel my company damn newsletter subscription,17529
FEEDBACK,want help to write an opinion about a product,22395
SUBSCRIPTION,where could I sign up to your fucking company newslettrer?,17796
SHIPPING,i dont know how i can enter a secondary shipping address,23283
PAYMENT,i need help to solve problems with online payment,18126
REFUND,I cannot see the current status of the refund,26584
SHIPPING,i have an issue setting an different shipping address up,23358
PAYMENT,i need assistance checkign ur allowed payment methods,5165
INVOICE,help to get my bills from {{Person Name}},15133
SUBSCRIPTION,where to subscribe to the newsletter ?,17154
PAYMENT,assistance seeing ur available payment options,4987
REFUND,I am trying to check my rebate status,26711
CONTACT,"I have got to talk with customer service, can you help me?",8828
CONTACT,assistance to talk to customer service,8496
SHIPPING,supports editing the address,2514
PAYMENT,where to check your payment methods?,5225
ACCOUNT,edit data on freemium account,14064
ORDER,can you help me cancelling purchase {{Order Number}}?,149
PAYMENT,need help to see ur available payment methods,5763
DELIVERY,can you help me to check what shipment options are there?,12327
ORDER,I am trying to oredr several of your article,19314
INVOICE,I do not know what I need to do to look for bill #37777,4664
SHIPPING,what do i have to do to set a secondary delivery address up,23177
DELIVERY,help me to see how soon can I expect the shipment,13189
CONTACT,I am trying to check what hours I can reach customer support,8341
INVOICE,i need help looking for my invoice #85632,4767
PAYMENT,I want to check what payment options you accept,5902
ACCOUNT,i do not kow how i can create a {{Account Type}} account,10069
REFUND,reimbusre {{Currency Symbol}}{{Refund Amount}},16592
ACCOUNT,modify details on platinum account,14220
REFUND,can you help me check my restitution status?,26602
CONTACT,how can I check what hours I can reach customer service?,8801
ACCOUNT,where to recover the key of my user,20745
CONTACT,"I would like to call customer service, how to do it?",8469
ORDER,can you help me canceling purchase {{Order Number}}?,809
SHIPPING,"the damn shipping address has changed, can I correct it?",2934
SUBSCRIPTION,I would like to unsubscribe to the company newsletter,17175
INVOICE,help me download my invoice #12588,15033
FEEDBACK,can uhelp me leave a damn review for a service,22171
SUBSCRIPTION,i want assistance unsubscribing from the newsletter,17348
PAYMENT,I don't know what to do to inform of a problem with payment,18852
REFUND,I do not know how I can obtain rebates of my money,16543
INVOICE,mail me the bill from {{Person Name}},15374
CANCEL,I don't know what I have to do to see the termination fees,3792
CONTACT,"you are not helpful at all, I have got to talk to someone",9732
INVOICE,i need assistance to get the invoice #85632,15430
PAYMENT,need assistaance to see the accepted payment methods,5783
SUBSCRIPTION,can I unsubscribe to your corporate newsletter?,17440
PAYMENT,how can i see the accepted payment modalities,5880
SHIPPING,where do I set up the shipping address?,23146
REFUND,i expect a rebate of {{Currency Symbol}}{{Refund Amount}} was it processed,26431
ORDER,i dont know how to check the eta of purchase {{Order Number}},25570
CONTACT,can you help me talk to an operator?,9450
INVOICE,I do not know what I have to do to look for the bill #12588,4677
CONTACT,I need help to speak to someond,9173
SHIPPING,I have troubles editing my address,2797
ACCOUNT,hep using the {{Account Category}} profile,23959
ORDER,I have a problem with canceling purchase {{Order Number}},752
DELIVERY,where do i see how soon can i expect my shipment,13811
SUBSCRIPTION,I cannot unsubscribe to your newslettewr,16971
DELIVERY,i want help to check the shipping methods,12435
SUBSCRIPTION,I need assistance unsubscribing to the newsletter,16905
ACCOUNT,how to notify of registration issues?,20970
REFUND,I'm waiting for a compensation of {{Refund Amount}} dollars,26006
ACCOUNT,"I no longer need the user, can I remove it?",11334
SHIPPING,i need help to set up a new shipping address,23700
ACCOUNT,problems with platinum account deletions,11458
ORDER,i want assistance to buy a few of ur article,19732
REFUND,want help to see the restitution status,26012
INVOICE,need to get the invoicefrom {{Person Name}} can i get some help,15627
ACCOUNT,help to retrieve my user profile pass,20845
PAYMENT,"I need to check the available payment methods, help me",5216
ACCOUNT,update details on {{Account Type}} account,13941
SUBSCRIPTION,I need assistance to unsubscribe to the corporate newsletter,17402
ACCOUNT,"I forgot the PIN of my user, I need help to retrieve it",20207
CANCEL,where do i check the termination penalty,3227
INVOICE,I have got to find invoice #37777,4128
FEEDBACK,can you help me to write a comment for your products?,22375
FEEDBACK,I do not know how to submit some feedback for a servicd,22701
CANCEL,i need help to check the cancellation penalty,3017
CANCEL,I do not know what I need to do to check the withdrawal fees,3446
CANCEL,assistance checking the termination fees,3727
CONTACT,check what hours i can get in touch with customer service,8203
INVOICE,I don't know what I need to do to download my invoice #12588,15825
REFUND,would it be possible to obtain damn compensations of money,16522
CONTACT,help me see at what time i can call customer support,8165
CANCEL,wanna check the termination penalties,3038
ACCOUNT,help me open a {{Account Category}} account for my dad,10478
INVOICE,I don't know what I need to do to download my invoice #00108,15279
FEEDBACK,would it be possible to file a damn customer reclamation?,7819
CANCEL,where to check the termination fee?,3314
CANCEL,help me to see the cancellation fee,3688
CONTACT,what do I have to do to talk with bloody customer support?,8330
INVOICE,i dont know how i can download my invoice #85632,15330
SHIPPING,the deliuvery address changed,2840
CANCEL,I need to see the cancellation fees,3408
CANCEL,help seeing the withdrawal fee,3458
SHIPPING,I have problems setting up a secondary delivery address,23449
CONTACT,"I don't want to chat with a bot, transfer to me someone",9106
CANCEL,I have to see the withdrawal fees,3033
SUBSCRIPTION,"I have got to unsubscribe to your newsletter, help me",17675
ORDER,i have to add some items to purchase {{Order Number}} help me,1726
DELIVERY,I am trying to check how soon can I expect my parcel,13081
REFUND,what do i need to do to ask for a rebate of money,16668
REFUND,help me to see in which cases can I request a reimbursement,6061
ORDER,track purchase {{Order Number}},25429
DELIVERY,I don't know what to do to check when will my parcel arrive,13121
FEEDBACK,do you have a way to submit a review for your services ?,22713
ORDER,help me to cancel purchase {{Order Number}},969
CONTACT,I do not kinow how to contact a person,9232
DELIVERY,can you help me to check what methods for delivery I have?,12325
ACCOUNT,I need information about the termination of my pro account,11320
FEEDBACK,ya have a method to send a comment about a product,22172
SUBSCRIPTION,I want assistance receiving your company newsletter,17420
SUBSCRIPTION,help to sign up to your company newsleyter,17494
PAYMENT,where could I inform of an issue with online payment?,18219
PAYMENT,need assistance seeing ur available payment methods,5499
ACCOUNT,update data on freemium account,14380
CANCEL,i try to check the termination epnalties,3310
CONTACT,i have to call customer assistance how to do ti,7943
ORDER,I do not know how to earn several of your item,19750
PAYMENT,"my card was declined, can I report problems with payments?",18002
CONTACT,how could I see what hours I can call customer assistance?,8281
SHIPPING,"I entered a wrong shipping address, how do I correct it?",2490
INVOICE,how can i locate invoice #12588,4689
SHIPPING,I have entered a wrong shipping address by mistae,2123
CONTACT,can I check what hours I can reach customer support?,8618
ACCOUNT,correct info on {{Account Type}} account,14748
CANCEL,"I have got to see the cancellation charge, how to do it?",3751
ORDER,acquire an item,19130
CANCEL,how to check the cancellation charge,3791
FEEDBACK,want assistance to leave an opinion about a service,22604
CANCEL,can I see the withdrawal charges?,3323
INVOICE,I do not know how to download the bill #12588,15341
REFUND,help me seeing if there are any news on my reimbursement,26414
FEEDBACK,do ya have an e-mail to send a review for a service,22872
ACCOUNT,I want information about opening {{Account Category}} accounts,10474
REFUND,I have to see in what cases can I request a refund,5969
CONTACT,I have to contact an operator,9345
FEEDBACK,I want to send some feedback for a product,22611
CANCEL,I do not know how to see the withdrawal charges,3045
ACCOUNT,how to use the {{Account Type}} account?,24436
ACCOUNT,correct data on {{Account Category}} account,14224
SHIPPING,i need help setting up my new delivery address,23538
INVOICE,how can I check the fucking bill from {{Person Name}}?,4805
DELIVERY,help me seeing what methods for delivery I can choose,12025
INVOICE,i want help downloading the bill #85632,15131
SHIPPING,help me set my goddamn delivery address up,23026
SUBSCRIPTION,I need help signing up to your newsletter,17275
CANCEL,need assistance seeingg the termination charges,3258
PAYMENT,how to see what payment methods are available,5473
INVOICE,I want assistance to give a quick look at the invoice #37777,4224
FEEDBACK,need assistance to write a review about a service,22700
SHIPPING,I don't know what I need to do to enter the shipping address,23729
ORDER,I need assistance canceling order {{Order Number}},787
REFUND,I have got to know if there are any news on my compensation,26054
CANCEL,is it possible to see the withdrawal penalties,3028
SUBSCRIPTION,"I would like to subscribe to your newsletter, how to do it?",17144
PAYMENT,can you tell me what payment options are available?,5155
REFUND,I expect an rebate of {{Refund Amount}} dollars,25973
ORDER,need assistance to check the status of order {{Order Number}},25025
CONTACT,i need assistance to talk with somelne,9021
ORDER,need assistance acquiring some items,19535
SHIPPING,my shipping address has changed how can i modify it,2702
PAYMENT,I don't know how I can list the accepted payment methods,5340
CANCEL,I do not know how I can see the withdrawal fee,3282
INVOICE,I don't know what to do ti see my invoice from {{Person Name}},4329
FEEDBACK,I want to make a customer claim,7513
DELIVERY,check the available options for shipping,12391
SUBSCRIPTION,"I have to receive your corporate newsletter, help me",17790
DELIVERY,can i place a damn order from {{Delivery Country}},12487
INVOICE,wanna look for bill #85632,4437
ORDER,I want assistance checking the ETA of purchase {{Order Number}},25554
PAYMENT,I want to list the payment methods,5494
DELIVERY,i do not know what to do to see how long the shipping takes,13642
CONTACT,"I don't understand you, how could I chat with a damn person?",9694
PAYMENT,I have got to check what payment methods are available,5633
SHIPPING,"I chose a wrong delivery address, can you help me update it?",2362
SUBSCRIPTION,i want assistance cancelling the newsletter subscription,17094
DELIVERY,could i place an orde from {{Delivery Country}},12488
SHIPPING,there is an issue entering my delivery address,23832
PAYMENT,"I have to list the payment modalities, can I get some help?",5767
ORDER,I don't know what I need to do to earn some items,19233
SHIPPING,can I update the delivery address?,2058
ORDER,how to check the status of purchase {{Order Number}}?,25859
ORDER,I need to purchase some bloody products,19765
SUBSCRIPTION,I need to receive thecorporate newsletter,17331
FEEDBACK,I want assistance to leave some feedback for your products,22856
ACCOUNT,I cannot retrieve the bloody PIN code of my profile,20569
PAYMENT,where do I notify of a payment problem?,18242
ACCOUNT,change to premium acount,24275
CANCEL,I want assistance checking the early termination fees,3493
