class_name,question,id
SHIPPING,can you give me information about editing my address?,2024
FEEDBACK,want help to submit some feedback about your services,22729
SUBSCRIPTION,help me cancelling my corporate newsletter subscription,17714
REFUND,i have to check how long reimbursements take i need help,6444
SHIPPING,help entering the delivery address,22982
DELIVERY,help to see how soon can i expect my product,13889
INVOICE,see bill from {{Person Name}},4832
FEEDBACK,how do i make a consumer reclamation against ur business,7466
DELIVERY,I want assistance seeing the methods for shipment,12142
PAYMENT,I am trying to notify of problems with online payment,18406
REFUND,I try to see in what cases can I request refunds,6109
FEEDBACK,i call to send my feedback about ur services,22638
REFUND,help to check in what situations can I request reimbursments,6460
ACCOUNT,i cant sign up want assistance to report sign-up problems,21848
CONTACT,how can I check what hours I can reach customer service?,8801
DELIVERY,can i order frlm {{Delivery City}},12729
FEEDBACK,i want help to file a complaint against ur business,7428
FEEDBACK,want help making a claim against ur organization,7685
CONTACT,help me to contact someone,9457
SUBSCRIPTION,help me unsubscribe from ur corporate newsletter,17517
FEEDBACK,is it possible to leave feedback about ur products,21992
CANCEL,i need help to check the cancellation penalty,3017
INVOICE,I do not know what I need to do to download the bill #00108,15835
CONTACT,can ya help me speak to customer service,8619
CONTACT,help talking with customer assistance,8644
PAYMENT,need assistance seeing ur available payment methods,5499
ORDER,where to acquire several items,19168
SUBSCRIPTION,I want help unsubscribing from the company newsletter,17277
ORDER,help  me canceling purchase {{Order Number}},14
FEEDBACK,I call to lodge a customer complaint against your company,7800
REFUND,help seeing in what cases can i request refunds,6271
SUBSCRIPTION,information about receiving your company newsletter,17473
PAYMENT,need assistance to see your accepted payment options,5260
REFUND,i do not know hoow i could check ur reimbursement policy,5917
CANCEL,i cannot find the early termination chaarges,3075
DELIVERY,can you help me seeing when my article is going to arrive?,13021
PAYMENT,help to see your accepted payment modalities,5677
FEEDBACK,can you help me make a claim against your company?,7584
ORDER,assistance to see the status of order {{Order Number}},24901
REFUND,I cannot see the current status of the refund,26584
SHIPPING,i have an error trying to edit the address,2850
REFUND,can I check your refund policy?,6350
ORDER,I need to change some items of order {{Order Number}},1938
ORDER,have a problem with cancelling purchase {{Order Number}},179
FEEDBACK,need asistance filing a consumer claim against your business,7496
FEEDBACK,icall to file a complaint against ur company,7049
REFUND,"I have got to see the status of my rebate, I need assistance",25934
ACCOUNT,where to recover the key of my user,20745
SUBSCRIPTION,assistance subscribing to the company newsletter,17176
ACCOUNT,pudate {{Account Category}} account,14180
REFUND,I have got to know if there are any news on my compensation,26054
PAYMENT,"I need to check the available payment methods, help me",5216
ORDER,i want help changing an item of order {{Order Number}},1263
CANCEL,need help seeing the termination chaeges,3166
DELIVERY,can you help me check how oson can I expect the parcel?,13436
FEEDBACK,can I make a customer reclamation?,7025
INVOICE,where can I check my invoices from {{Person Name}}?,4029
ACCOUNT,I want help to reset the password of my user,20302
ORDER,want help deleting something from order {{Order Number}},1116
PAYMENT,want help reporting bloody troubles with payments,18298
REFUND,rebate  {{Currency Symbol}}{{Refund Amount}},16772
REFUND,"I expect a restitution of {{Currency Symbol}}{{Refund Amount}}, was it processed",26802
PAYMENT,how can i see the accepted payment modalities,5880
ACCOUNT,i need assistance restoring the key of my profile,20215
FEEDBACK,want help to write an opinion about a product,22395
FEEDBACK,I have to make a claim,6943
CONTACT,I would like to speak to a live agent,9192
ORDER,help me checking the status of purchase {{Order Number}},25186
PAYMENT,how can i report problems with online payments,18212
SUBSCRIPTION,can uhelp me cancel the corporate newsetter subscription,17492
PAYMENT,Iam trying to notify of troubles with online payment,18319
ACCOUNT,wanna  use the {{Account Type}} profile help me,24683
ACCOUNT,i do not kow how i can create a {{Account Type}} account,10069
SUBSCRIPTION,ineed assistance receiving ur company newsletter,17824
ORDER,I do not know what to do to earn some items,18964
SUBSCRIPTION,i want assistance canceling the newslettersubscription,17216
DELIVERY,I am calling to see how soon can I expect the shipment,13717
CANCEL,I want assistance to check the early exit penalty,3705
ORDER,when will purchase {{Order Number}} arrive,25116
FEEDBACK,I need help lodging an reclamation against your company,7165
ORDER,edit ordr {{Order Number}},1846
ACCOUNT,where can i fiond information about a pro account removal,11096
ORDER,chnaging order {{Order Number}},1497
INVOICE,i cannot find bill #85632 can usendit to me,15091
SHIPPING,I need assistance submitting my secondary delivery address,23321
INVOICE,I don't know what to do to locate the involice #85632,4174
CANCEL,I want help seeing the withdrawal charges,3496
SUBSCRIPTION,I am trying to sign up to the company newsletter,17069
PAYMENT,I want help to notify of an issue with payments,18124
CONTACT,I cannot speak with an assistant,9188
CANCEL,I want assistsnce seeing the withdrawal penalty,3733
FEEDBACK,i need help to leave some feedback about ur services,22308
CONTACT,can ya help me speaking with an assistant,9368
ORDER,assistance to cancel purchased {{Order Number}},576
ORDER,need assistance acquiring some items,19535
DELIVERY,"I have got to see how long the shipment takes, I need help",13192
CONTACT,can you show me at what time I can contact customer service?,8497
REFUND,help knowing if there is anything new on the restitution,25912
CONTACT,chatting with humnan agent,9347
SHIPPING,I'm trying to set up another shipping address,23396
REFUND,how to track the reimbursement?,26752
REFUND,I'd like to check in which situations can i ask for a refund,6319
PAYMENT,I need assistance to check what payment options you accept,5129
INVOICE,I need assistance downloading invoice #85632,15158
SUBSCRIPTION,I can't receive the company newsletter,17573
CONTACT,i want assistance chatting with a person,9644
DELIVERY,assistance to check hw soon can i expect the order,13011
SUBSCRIPTION,help to subscribe to ur company newsletter,17731
CANCEL,is it possible to see the cancellation charges?,3160
SHIPPING,why I cannot submit the delivery address valid,23160
FEEDBACK,need assistance to write a review about a service,22700
INVOICE,how can i take a quick look at invoice #85632,4662
INVOICE,I don't know what I ahve to do to see my bill from {{Person Name}},4301
CANCEL,i need assistance seeing the termination fees,3788
CONTACT,I want assistance chatting with an operator,9546
ACCOUNT,new platinum acount for wife,10209
DELIVERY,can I check what shipping methods I have?,12754
REFUND,can I check how long reimbursements usually take?,6120
FEEDBACK,I do not know how to submit some feedback for a servicd,22701
DELIVERY,show the available methods for shipment,12748
CONTACT,I try to see at what time I can reach customer support,8818
DELIVERY,want help to chck how soon can i expect my order,13210
DELIVERY,is it possible to check how soon can I expect the package?,13838
DELIVERY,do you shp to {{Delivery City}}?,12794
DELIVERY,where do i check how long it takes for my article to arrive,13844
DELIVERY,do you deliver to {{Delivery City}}?,12786
CONTACT,I have to talk with a person,9633
ACCOUNT,swithcing to gold account,24696
CANCEL,"I cannot find the termination penalty, can I get some help?",3142
SUBSCRIPTION,would it be possible to sign up to the newsletter?,17631
PAYMENT,I don't know what to do to notify of a payment error,17935
PAYMENT,need help listing the allowed payment modalities,5234
CANCEL,are there any cancellation charges?,3797
PAYMENT,can I check the available payment options ?,5169
PAYMENT,can you help me notifying of troubles with online payment?,18169
DELIVERY,what do I need to do to check the fucking shipment methods?,12212
ORDER,"I no longer want order {{Order Number}}, I would like to cancel it",755
SUBSCRIPTION,i try to cancel the subscription to ur company newsletter,17214
PAYMENT,show me ur accepted payment methods,5698
ACCOUNT,help to report problems with registrations,21289
DELIVERY,I am trying to check how soon can I expect the damn shipment,13221
DELIVERY,i want help to check the shipping methods,12435
SHIPPING,support setting up my shipoing address,22993
DELIVERY,I don't know how to check the goddamn shipment methods,12584
ACCOUNT,correct info on {{Account Type}} account,14748
REFUND,where do I get rebates of my money?,16538
DELIVERY,I am trying to check how soon can I expect my parcel,13081
SUBSCRIPTION,help me to sign up to the corporate newsletter,17306
SHIPPING,where do I enter the secondary shipping address?,22909
SHIPPING,i have anissue modifying my address,2228
DELIVERY,can I check how long it takes for the product to arrive?,13878
INVOICE,checking bill #00108,4456
ORDER,i do not know what to do to acquire some of ur article,19527
CANCEL,can you show me the withdrawal charge?,3561
REFUND,where to demand reimbursements of money?,16479
CONTACT,can I check at what time I can call customer support?,8297
DELIVERY,I try to see what shipment options are available,12321
DELIVERY,need help checking what shipment options I have,12249
INVOICE,want help getting my invoice #85632,15664
INVOICE,I do not know what I need to do to get the invoice #85632,15745
SHIPPING,information about modifying the delivery address,2422
REFUND,I expect an rebate of {{Refund Amount}} dollars,25973
PAYMENT,need assistance seeing ur accepted payment methods,4988
SUBSCRIPTION,help me cancel the subscription to your company newsletter,17327
INVOICE,need help downloading my invoices from {{Person Name}},15173
ACCOUNT,problem with premium account terminations,11267
SHIPPING,sumbitting new shipping address,23833
CONTACT,I need help talking with customer service,8336
DELIVERY,help seeing how long it takes for my shipment to arrive,13577
INVOICE,get invoice from {{Person Name}},15558
CANCEL,I have to see the early exit fee,3410
FEEDBACK,is there an e-mail to leave a review for a service,22491
ACCOUNT,I need assistance to open a {{Account Type}} account for my dad,10448
CANCEL,i do not know how to see the withdrawal penalties,3818
CONTACT,what do I have to do to talk with bloody customer support?,8330
SHIPPING,I have an error editing the delivery address,2065
REFUND,I want assistance to see the status of the compensation,26286
ACCOUNT,modify details on platinum account,14220
SHIPPING,I am trying to enter my shipping address,23073
CONTACT,can I speak with an agent?,9297
SUBSCRIPTION,can I cancel my corporate newsletter subscription?,16949
CONTACT,assistance speaking to someone,9778
PAYMENT,wantr help to solve issues with payment,18128
ORDER,i have to add some items to purchase {{Order Number}} help me,1726
SUBSCRIPTION,I want assistance to sign up to the newsletter,17738
DELIVERY,where doi check how soon can i expect my order,13674
ORDER,i dont know how to check the eta of purchase {{Order Number}},25570
CONTACT,I want somebody,9144
CONTACT,"I don't understand you, how could I chat with a damn person?",9694
PAYMENT,could you help menotifying of troubles with online payment?,18359
ACCOUNT,I need information about the termination of my pro account,11320
FEEDBACK,I don't know how I can send some feedback about a product,22365
ACCOUNT,I need assistance changing to the {{Account Category}} account,24515
DELIVERY,I want assistance to check how soon can I expect the package,13227
PAYMENT,help me check ur allowed payment modalities,5861
REFUND,how do I check if there are any updates on my rebate?,26058
SUBSCRIPTION,I'd like to unsubscrie to the corporate newsletter help me,16925
SHIPPING,there are troubles correcting the shipping address,2524
REFUND,can you help me checking your reimbursement policy?,6353
ACCOUNT,help me to report an issue with signup,21839
SUBSCRIPTION,can you help me subscribe to your newsletter?,17743
ORDER,checking order {{Order Number}} status,25559
SHIPPING,can I update the delivery address?,2058
ACCOUNT,editing details on {{Account Type}} account,14587
PAYMENT,how can i notify of issues with online payment,18165
ORDER,edit order  {{Order Number}},1476
ACCOUNT,where to notify of problems with sign-up?,21771
DELIVERY,assistance to see how soon can I expect my shipment,13246
DELIVERY,I want to check the methods for delivery,12459
CANCEL,I need assistance checkng the early exit penalties,3425
CONTACT,want assistance to speak to a live agent,9356
DELIVERY,i want assistance to see how soon can i expect the item,13179
ACCOUNT,remove gold account,11545
INVOICE,check invoices from last month,4129
REFUND,i expect an refund of {{Refund Amount}} dollars was it processed,26544
CONTACT,can I see at what time customer service available is?,8230
REFUND,I expect a restitution of {{Refund Amount}} dollars,26269
SUBSCRIPTION,i need help to cancel the newsletter subscription,17660
SHIPPING,i dont know how i can enter a secondary shipping address,23283
CANCEL,how to check the cancellation charge,3791
SUBSCRIPTION,how can i cancel my subscription to ur corporate newsletter,17187
REFUND,I have to see in which cases can I ask to be reimbursed,6445
CONTACT,could i get in touchwith customer service,8325
ACCOUNT,need to update my account can i get some help,14166
REFUND,need help to see in what cases can I request my money back,6356
ORDER,how do I purchase several of your product ?,19270
DELIVERY,is it plssible to order from {{Delivery Country}}?,12648
FEEDBACK,I do not know how I can file a claim against your business,7722
DELIVERY,I do not know how to check what delivery methods are there,12144
SUBSCRIPTION,where to unsubscribe to your bloody newsletter?,17520
INVOICE,can you help me to take a quick look at my bill #85632?,4501
ORDER,I have got to track purchase {{Order Number}},25079
PAYMENT,list the allowed payment modaliites,5046
SHIPPING,"I would like to enter another shipping address, help me",23824
ACCOUNT,what do i need to do to notiyf of problems with a signup,21806
CANCEL,I have got to see the cancellation charge,3348
CANCEL,can you help me check the early exit penalties?,3302
ACCOUNT,how could I inform of a sign-up issue?,21726
PAYMENT,can you help me to check what payment options you accept?,5692
SUBSCRIPTION,where could I receive the fucking company newsletter?,17409
REFUND,I have to see in which cases can I ask to be refunded,6612
SUBSCRIPTION,where could I sign up to your fucking company newslettrer?,17796
SHIPPING,i want help changing my delivey address,2206
CONTACT,help me to check what hours i can call customerr service,7983
CANCEL,how to see the early exit fees?,3903
ORDER,need help with canceling purchase {{Order Number}},23
SHIPPING,want help modifying my address,2205
SUBSCRIPTION,I need help canceling my subscription to the newsletter,16950
ORDER,i do not know what i have to do to earn some items,19012
CONTACT,I don't know what I need to do to chat with an operator,9520
SHIPPING,can i submit the secondary delivery address,23279
CANCEL,"I can't find the early termination penalties, help me",3034
FEEDBACK,how could i leave a goddamn erview about a service,22325
ORDER,"I have to edit order {{Order Number}}, how to do it?",1377
ORDER,help me to cancel purchase {{Order Number}},969
DELIVERY,can you help me checking the options for shipment?,12287
CONTACT,how can i talk with an opertaor,9308
PAYMENT,"I have got to list your bloody payment options, I need help",5397
CANCEL,I cannot find the early termination charge,3286
ACCOUNT,can I open a gold account?,10713
ORDER,"I have got to locate purchase {{Order Number}}, I need help",25740
PAYMENT,can you help me seeing the accepted payment options?,5664
SUBSCRIPTION,need to receive the damn newsletter will uhelp me,17718
CONTACT,I don't know how I can talk wirh someone,9186
ACCOUNT,I need help retrieving my goddamn account password,20167
PAYMENT,where do I notify of a payment problem?,18242
ACCOUNT,I have to report signup issues,21138
CANCEL,I don't know how I could see the cancellation fees,3572
ACCOUNT,how do i create a freemium account,10080
PAYMENT,want assistance solving a payment issue,18798
ORDER,"I want to see the ETA of my order, could you help me?",25091
SUBSCRIPTION,how to sign up to your newsletter?,17591
PAYMENT,i cannot make payments help to report an error,18376
INVOICE,what do I have to do to get the invoice from {{Person Name}}?,15708
PAYMENT,what do I have to do to notify of payment issues?,18348
REFUND,i paid {{Currency Symbol}}{{Refund Amount}} for this purchase i try to receive a rebate,16732
ORDER,I don't know how I can earn several products,19453
SUBSCRIPTION,could ya help me to cancel my newsletter suscription,17805
CANCEL,checking early exit fee,3842
DELIVERY,what shipping methods do I have?,12820
ORDER,assistance to see the ETA of purchase {{Order Number}},25073
FEEDBACK,is there a method to leave some feedback for a product?,22366
CONTACT,help getting in touch with customer support,8161
REFUND,want help getting goddamn reimbursements of money,16011
INVOICE,how can I get the bills from {{Person Name}}?,15177
FEEDBACK,I call to  file a claim,7147
ACCOUNT,can uhelp me notifying of a registration issue,21780
SUBSCRIPTION,where do I sign up to your newsletter?,17775
FEEDBACK,filing customer complaint against ur company,7837
ACCOUNT,how can I use the gold account?,24244
INVOICE,how can I give a quick look at my invoice #12588?,4822
SHIPPING,what do I need to do to set the delivery address up?,23537
PAYMENT,want assistance solving an error with payment,18874
ACCOUNT,need help touse the freemium account,24480
REFUND,"I paid {{Currency Symbol}}{{Refund Amount}} for this purchase, how can I get a rebate?",16152
ACCOUNT,help me open a {{Account Category}} account for my dad,10478
ACCOUNT,switch to  standard account,24735
ORDER,can you help me remove something from purchase {{Order Number}}?,1487
PAYMENT,i need assistance checkign ur allowed payment methods,5165
SUBSCRIPTION,I want help cancelling my subscription to your newsletter,17246
REFUND,assistance seeing your money back policy,5968
CONTACT,can you help me talk to an operator?,9450
DELIVERY,help me seeing how soon can i expect the product,13498
DELIVERY,shipmetns to {{Delivery City}},12431
SUBSCRIPTION,need help cancelling my subscription to ur newsletter,17655
ACCOUNT,open platinum account for wife,9992
CANCEL,"I have to see the early termination fees, help me",3913
SHIPPING,i need help trying to correct my shipping address,2234
SHIPPING,i have got to set u a bloody delivery address i need help,23695
SHIPPING,there are problems trying to edit my address,2284
INVOICE,i want assistance to downlolad my bill #85632,15187
CONTACT,help to speak with aj assistant,9501
INVOICE,get bill fromAnna Freeman,15435
PAYMENT,i have got to see the accepted payment options,5726
CONTACT,help seeing what hours customer assistance available is,8898
SHIPPING,tell me more about correcting the delivery address,2270
ORDER,edtiing order {{Order Number}},1417
PAYMENT,can ya help me see the accepted payment modalities,5452
REFUND,"I have paid {{Currency Symbol}}{{Refund Amount}} for this item, help me to obtain a rebate",16880
PAYMENT,I need assistance to report a trouble with online payments,18649
ORDER,i do not know what to do to cancel purchase {{Order Number}},555
CONTACT,how could I speak to an agent?,9669
SHIPPING,i ahve an issue submitting a new delivery address,23817
CONTACT,"I want to speak with customer service, helpme",8258
ACCOUNT,modify information on {{Account Category}} account,14734
CANCEL,wanna see the withdrawal charges how can i do it,3562
REFUND,help to check in which cases can I ask to be refunded,6489
ACCOUNT,how to use the {{Account Type}} account?,24436
FEEDBACK,help me to file a customer claim against your business,7763
INVOICE,I don't know how I can download the bills from {{Person Name}},15076
REFUND,"I want to see your damn money back policy, I need help",6672
FEEDBACK,"I am unhappy with your work, lodge a claim",7258
CANCEL,I do not know what to do to see the withdrawal fee,3040
INVOICE,checking bill from {{Person Name}},4345
SHIPPING,I'm trying to enter an shipping address,23755
SHIPPING,I want help entering the delivery address,23703
CONTACT,do you have a toll-free number to contact customer support?,8584
ORDER,I don't know what to do to earn some of your item,19616
ACCOUNT,need assistance to restore my user account PIN code,20336
FEEDBACK,I have to make a claim against your organization,7184
ACCOUNT,I don't know how I could report a problem with registrations,21556
PAYMENT,I try to list your payment methods,5400
CONTACT,need to contact customer service how do i do it,8593
SHIPPING,there is an error setting up my shipping address,23171
PAYMENT,I'm trying to list ur payment methods,5750
ORDER,where do i check the status of order {{Order Number}},25130
DELIVERY,want help seeing how long it takes for my shipment to arrive,13018
CONTACT,help me calling customer service,8049
SUBSCRIPTION,i have to cancel my subscription to ur newsletter,17423
SUBSCRIPTION,I have to unsubscribe from the company newsletter,17116
FEEDBACK,customer reclamation against your organzation,7125
SUBSCRIPTION,need to receive the newsletter,17545
DELIVERY,I'm calling to check whenb will my item arrive,13640
PAYMENT,want assistance notifying of problems with online payment,18883
CONTACT,can ya help me speaking to a person,9091
ACCOUNT,howdo i use the gold account,24284
REFUND,what do I have to do to check the status of the rebate?,26370
SHIPPING,what do I need to do to  submit a delivery address?,23539
SUBSCRIPTION,I need to subscribe to the company newsletter,17879
ACCOUNT,help to retrieve my user profile pass,20845
REFUND,see in which situations can I request to be reimbursed,6396
ORDER,checking status of order {{Order Number}},25063
SHIPPING,I don't know what I have to do to update my delivery address,2623
PAYMENT,I don't know how to list your allowed payment methods,5703
INVOICE,I do not know what I need to do to get bill #12588,15317
CANCEL,help me check the terminatio charges,3845
CONTACT,where to see what hours i can reach customer service,8759
SUBSCRIPTION,tell me about subscribing to your corporate newsletter,17189
CANCEL,I need help  checking the withdrawal charges,3176
REFUND,assistance to receive a compensation,16640
FEEDBACK,i do not know how to file a customer complaint,7671
PAYMENT,help me listing the available payment options,5027
INVOICE,I cannot find my invoices from {{Person Name}},4053
SUBSCRIPTION,I am trying to receive your corporate newsletter,17869
SUBSCRIPTION,I have to sign up to your corporate newsletter,17486
SUBSCRIPTION,how do I cancel the subscription to the newsletter?,17544
FEEDBACK,need help lodging a consumer claim against your organization,6979
REFUND,I don't know how I can get a restitution of my money,16265
ORDER,I want assistance earning some of your product,18969
SHIPPING,i need assistance setting up a different shipping address,23227
FEEDBACK,i call to leave some feedack,22246
ORDER,I don't know how I can order a few of your article,19273
CONTACT,I need assistance contacting somebody,8989
SUBSCRIPTION,information about signing up to your company newsletter,17488
PAYMENT,how can I check what bloody payment options you accept?,5172
CONTACT,speaking with assistant,9172
REFUND,can you help me get a restitution of my money?,16751
ORDER,can you help me cancelling purchase {{Order Number}}?,149
REFUND,I do not know what I need to do to see my rebate status,26651
INVOICE,where can I check the bill #85632?,4452
PAYMENT,support regarding online pamyent,18230
DELIVERY,can you help me to check what shipment options are there?,12327
CONTACT,i need assistance to speak to an operator,9723
DELIVERY,help to see when my purchase is going to arrive,13023
PAYMENT,"my card was declined, can I report problems with payments?",18002
ACCOUNT,I need to recover my profile password,20015
CANCEL,can I see the withdrawal charges?,3323
FEEDBACK,"I have got to submit feedback for a service, how to do it?",22565
ACCOUNT,another freemium accounmt for father,10385
INVOICE,what do I need to do to get my goddamn bill from {{Person Name}}?,15843
PAYMENT,help to solve an error withonline payments,18153
INVOICE,seeing bil #00108,4285
SHIPPING,where can I get information about an address correction ?,2409
FEEDBACK,I call to lodge a consumer reclamation against your company,7498
CONTACT,I need to speak with a human agent,9031
DELIVERY,d uship to {{Delivery City}},12033
FEEDBACK,"my experience with you was awful, file a reclamation",6984
PAYMENT,where do i list the accepted payment modalities,5663
PAYMENT,tell accepted payment options,5675
FEEDBACK,i want help sending some feedback about a product,22219
CANCEL,I want assistance to see the cancellation penalties,3755
ORDER,need to change order {{Order Number}} how to do it,1001
DELIVERY,could i place an orde from {{Delivery Country}},12488
SHIPPING,problem setting up a secondary delivery address,23231
ACCOUNT,update inforemation on {{Account Category}} account,14648
CONTACT,I do not know what I need to do to talk with a person,9858
PAYMENT,"the payment failed, where do I notify of errors?",18879
REFUND,I am waiting for a compensation of {{Refund Amount}} dollars,26320
PAYMENT,want assistance informing of a trouble with payment,18168
INVOICE,I call to get my bill #37777,15889
ACCOUNT,I do not know how  I can reset my access key,20815
PAYMENT,I want assistance checking the payment modalities,5488
ORDER,can ushow me order {{Order Number}} status,25427
SUBSCRIPTION,help me cancelling my company newsletter subscription,17260
SHIPPING,I need assistance with a shipping address update,2787
SUBSCRIPTION,"I have to subscribe to the newsletter, how do I do it?",17337
SUBSCRIPTION,need help to cancel the company newslette subscription,17818
SUBSCRIPTION,I need to receive thecorporate newsletter,17331
FEEDBACK,need help submitting bloody feedback for a service,22168
ACCOUNT,updating {{Account Type}} account,14325
FEEDBACK,I need assistance to submit my feedback about your products,22297
ACCOUNT,how could I notify of errors with a sign-up?,21169
ORDER,is it possible to shop some of your item?,19030
DELIVERY,i call to check when will my article arrive,12914
DELIVERY,can i place an oeder from {{Delivery City}},12831
ACCOUNT,i olst my pin code can ya help me retrieve it,20370
CONTACT,I have to speak with a person,9161
SHIPPING,there is an error setting the new delivery address up,23463
CONTACT,I want help to talk with customer assistance,8428
CANCEL,I need to check the withdrawal charges,3626
REFUND,could I see in what cases can I ask for a refund?,5962
DELIVERY,wanna see what shipment methods i can choose how do i do it,12854
REFUND,I need assistance receiving compensations of my money,16369
CONTACT,I need assistance to talk with an operator,9207
FEEDBACK,i want assistancesubmitting my feedback for a product,21918
SUBSCRIPTION,can you help me unsubscribe to the newsletter?,16973
ORDER,assistance to check the ETA of the purchase {{Order Number}},25422
INVOICE,ido not know what i need to do to get the invoice #12588,15148
CANCEL,i have to check the termination fees,3215
FEEDBACK,lodging claim,7296
SHIPPING,how do I enter a secondary delivery address?,23129
CANCEL,i try to check the termination epnalties,3310
CONTACT,help me checking at what time I can contact customer support,8532
ORDER,order anitem,19186
INVOICE,need to locate my invoice #37777 how do i do it,4351
SUBSCRIPTION,assistance signing up to the company newsletter,17777
REFUND,i dont know how to check the current status of my rebate,26215
ORDER,I want assistance locating purchase {{Order Number}},25049
CANCEL,how could I check the early exit penalties?,3512
REFUND,can i check in which cases can i ask for refunds,6678
ORDER,I have got to see purchase {{Order Number}} current status,25378
ACCOUNT,modifying ingormation on {{Account Category}} account,14284
PAYMENT,i do not know how to inform of an error with payments,18364
SHIPPING,i need help chanigng the shipping address,2594
DELIVERY,"I have to check when will my package arrive, I need help",13190
INVOICE,how do i get my bills rfom {{Person Name}},14926
SHIPPING,issue changing shipping address,2207
PAYMENT,I have to check your payment modalities,5053
ACCOUNT,need assistance retrievign my user password,20540
ORDER,change purchase {{Order Number}},1159
SHIPPING,I need to edit the delivery  address,2478
SHIPPING,I want assistance to modify the shipping address,2226
CONTACT,I try to talk with an assistant,9386
CANCEL,i want help to see the termination charges,3583
REFUND,help checking in which cases can I ask to be reimbursed,6484
CANCEL,I am tring to see the early exit penalty,3167
INVOICE,help to give a quick look at my invoice #85632,4648
CANCEL,is it possible to check the bloody early exit fee?,3136
DELIVERY,i need help to see how soon can i expect the parcel,13065
CONTACT,assistance chatting  with a live agent,9731
INVOICE,how to download the bills from {{Person Name}}?,15045
SHIPPING,i dont know what to do to correct the delivery address,2626
DELIVERY,I need assistance checking how soon can I expect my product,13262
CANCEL,i need assistance checking the damn cancellation charge,3277
ACCOUNT,inform of a problem with sign-up,21430
SHIPPING,"I would like to enter a new delivery address, help me",23289
CANCEL,i do not know what i need to do to check the termination fee,3829
SUBSCRIPTION,"I have to receive your corporate newsletter, help me",17790
SUBSCRIPTION,I try to cancel my subscription to the corporate newsletter,17155
FEEDBACK,help me filing a complaint,7352
CONTACT,I want to talk with customer support,7979
DELIVERY,how to see the methods for delivery,12186
PAYMENT,how can I check what payment methods are allowed?,5501
PAYMENT,checking allowed payment options,5822
SHIPPING,i have a trouble entering a secondary shipping address,23533
SHIPPING,could you tell me about changing my delivery address?,2215
INVOICE,i need help to give a quick look at my bills from {{Person Name}},4597
DELIVERY,help me check how soon can I expect my order,13585
PAYMENT,I need assistance to check your available payment methods,5149
CANCEL,show withdrawal fees,3109
SUBSCRIPTION,how can I unsubscribe from the corporate newsletter?,17031
INVOICE,I do not know how I can download the invoices from {{Person Name}},15354
ORDER,help to see thje ETA of purchase {{Order Number}},25308
SUBSCRIPTION,what do I need to do to subscribe to the company newsletter?,17692
CANCEL,how can I checkthe cancellation charges?,3264
SUBSCRIPTION,need assistance cancelling my subscription to ur newsletter,17515
SUBSCRIPTION,i need help to unsubscribe to the company newsleter,17110
FEEDBACK,is there a way to submit bloody feedback for a product?,22769
PAYMENT,"I have to se what payment methods you accept, I need help",5517
ORDER,I want assistance acquiring several of your product,19860
CONTACT,I do not kinow how to contact a person,9232
DELIVERY,I need to check how long it takes for the delivery to arrive,13668
FEEDBACK,"I need to send some feedback for a service, how do I do it?",22625
PAYMENT,I don't know how to inform of a trouble with payment,18065
ORDER,"I want to add a product to my order, could I get some help?",1270
SHIPPING,I need to update the address,2434
SHIPPING,i have an issue setting an different shipping address up,23358
SUBSCRIPTION,i do not know what to do to receive the corporate newsletter,17889
SUBSCRIPTION,how do i subscribe to the corporate newsletter,17344
ORDER,check order {{Order Number}} status,25384
PAYMENT,can I see what payment methods are available?,5371
CONTACT,I try to speak with an operator,9259
DELIVERY,help me see how soon can i expect the parcel,13648
SHIPPING,there is an error trying to edit the shipping address,2902
SHIPPING,where do I submit the new shipping address?,23478
PAYMENT,I have got to report payment problems,18029
SHIPPING,help me set my goddamn delivery address up,23026
SHIPPING,I need support updating the delivery address,2571
CANCEL,how to see the early exit charge?,3031
ACCOUNT,problems with platinum account deletions,11458
DELIVERY,"I have to check what delivery options are there, help me",12855
REFUND,i have gotto check ur damn refund policy help me,6208
CANCEL,want assistance to check the early exit fee,3331
CANCEL,help seeing the withdrawal fee,3458
ACCOUNT,changkng to pro account,24455
ACCOUNT,i cannot inform of an issue with signup,21857
ACCOUNT,editing information on {{Account Category}} account,14182
ACCOUNT,I cannot retrieve the bloody PIN code of my profile,20569
INVOICE,find bil #12588,3987
SUBSCRIPTION,can ya tell me more abuot unsubscribing from ur newsletter,17319
DELIVERY,check the available options for shipping,12391
CANCEL,can you shlw me the termination charges?,3126
SHIPPING,"I want to submit a delivery address, I need assistance",23558
ACCOUNT,could you help me create a {{Account Type}} account for my daughter?,9993
SHIPPING,where do I set up the shipping address?,23146
CANCEL,where can I see the termination charge?,3748
REFUND,i cannot check if there is anything new on the rebate,26418
ORDER,how to check the status of purchase {{Order Number}}?,25859
ORDER,acquire an item,19130
PAYMENT,I am trying to list your payment modalities,5301
CANCEL,i do not know what i have to do to check the cancellation fe,3133
REFUND,help seeing in what cases can I request to be refudned,6843
CONTACT,can you help me to speak with customer assistance?,8347
ORDER,i do not know how to cancel order {{Order Number}},534
SUBSCRIPTION,how to unsubsribe to the corporate newsletter,17130
SUBSCRIPTION,find information about subscribing to your newsletter,17453
CANCEL,what do I need to do to check the termination charge?,3181
PAYMENT,"I can't pay, how do I inform of payment errors?",18425
REFUND,"I have to see in which cases can I ask for refunds, help me",6333
